student_id,year,term,department,program,student_type,gender,race_ethnicity,age,residency_status,first_generation,financial_aid,unmet_financial_need,credits_attempted,credits_completed,completion_rate,attendance_rate,engagement_score,advising_visits,tutoring_visits,online_courses,gpa,risk_level,retention_probability,retained,graduation_probability,graduated
S00140,2025,Fall,Social Work,BSW,Undergraduate,Female,Asian,20,International,No,Yes,5660.0,24,22,92.2,89.8,79.4,2,2,2,2.62,Low,0.675,No,0.436,Yes
S00141,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Asian,18,In-state,No,No,5473.0,24,24,100.0,87.2,48.4,2,1,0,2.78,Low,0.588,Yes,0.369,Yes
S00142,2025,Spring,Nutrition,MS Nutrition,Graduate,Female,Black,34,In-state,No,No,10876.0,21,21,100.0,73.2,88.3,3,3,1,3.59,Medium,0.695,Yes,0.629,No
S00143,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,22,International,No,Yes,9337.0,31,31,100.0,92.2,60.1,4,0,0,2.83,Low,0.66,Yes,0.533,No
S00144,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,22,In-state,No,Yes,3455.0,30,28,92.6,76.5,79.7,0,1,2,3.13,Medium,0.613,No,0.486,No
S00145,2022,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,21,In-state,No,No,5714.0,27,27,100.0,88.4,78.6,4,4,1,2.9,Low,0.737,Yes,0.567,Yes
S00146,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Male,Black,21,Out-of-state,No,Yes,4501.0,32,30,94.1,65.6,51.2,4,0,2,3.53,Medium,0.587,Yes,0.513,Yes
S00147,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,25,In-state,No,Yes,546.0,32,32,100.0,83.8,84.7,3,0,1,3.44,Low,0.817,No,0.701,No
S00148,2026,Spring,Nutrition,MS Nutrition,Graduate,Male,Black,36,In-state,Yes,Yes,5614.0,30,28,92.3,65.4,77.5,3,2,3,2.86,High,0.447,Yes,0.265,No
S00149,2024,Spring,Nutrition,BS Nutrition,Undergraduate,Female,White,24,In-state,No,Yes,3207.0,32,32,99.9,74.0,65.0,1,2,2,3.32,Low,0.658,Yes,0.51,Yes
S00150,2023,Spring,Data Science,MS Health Data Science,Graduate,Male,White,22,In-state,No,Yes,6676.0,24,24,100.0,100.0,55.5,5,3,2,4.0,Low,0.858,Yes,0.803,Yes
S00151,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Multiracial,21,International,No,No,15848.0,24,24,100.0,90.4,61.8,5,1,1,2.77,Medium,0.545,Yes,0.489,Yes
S00152,2025,Fall,Data Science,BS Health Data Science,Undergraduate,Female,White,23,International,Yes,Yes,4692.0,31,31,100.0,85.0,90.7,2,3,2,4.0,Low,0.848,Yes,0.81,Yes
S00153,2022,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Black,22,In-state,Yes,Yes,8791.0,33,33,100.0,68.2,60.1,1,0,1,3.4,Medium,0.51,Yes,0.484,No
S00154,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Asian,23,Out-of-state,Yes,Yes,2954.0,31,31,100.0,80.8,95.3,2,3,0,3.08,Low,0.762,Yes,0.608,Yes
S00155,2022,Spring,Public Health,MPH,Graduate,Male,Other/Unknown,30,In-state,No,No,8099.0,21,21,100.0,87.2,95.0,4,1,1,3.41,Low,0.825,Yes,0.704,Yes
S00156,2022,Spring,Health Administration,MHA,Graduate,Male,White,34,In-state,No,Yes,3336.0,27,27,99.8,91.1,70.4,4,2,0,2.94,Low,0.765,No,0.567,Yes
S00157,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Asian,23,In-state,No,Yes,3731.0,27,23,84.3,89.0,100.0,1,4,2,2.77,Low,0.751,Yes,0.53,Yes
S00158,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,23,In-state,Yes,Yes,12437.0,32,32,100.0,67.0,89.3,5,3,3,3.91,Medium,0.717,Yes,0.76,Yes
S00159,2022,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,19,In-state,No,Yes,0.0,31,26,83.0,77.4,79.9,3,0,1,2.62,Medium,0.627,Yes,0.404,No
S00160,2022,Fall,Health Administration,MHA,Graduate,Male,Hispanic/Latino,23,In-state,No,Yes,3857.0,24,21,89.3,98.6,84.9,1,0,2,3.22,Low,0.813,Yes,0.638,Yes
S00161,2022,Spring,Social Work,MSW,Graduate,Male,Multiracial,25,In-state,No,Yes,0.0,21,19,91.1,73.9,75.4,4,3,0,3.49,Low,0.796,Yes,0.573,Yes
S00162,2026,Spring,Data Science,MS Health Data Science,Graduate,Male,Multiracial,29,Out-of-state,Yes,Yes,9122.0,21,19,91.7,75.4,49.0,1,3,1,2.8,Medium,0.431,Yes,0.269,No
S00163,2026,Spring,Social Work,BSW,Undergraduate,Male,Hispanic/Latino,22,International,No,No,6083.0,30,30,99.8,82.5,52.6,4,2,3,3.72,Low,0.742,Yes,0.668,Yes
S00164,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,20,In-state,No,No,9218.0,27,22,82.2,76.3,56.3,3,2,2,2.68,Medium,0.461,No,0.317,No
S00165,2023,Spring,Social Work,MSW,Graduate,Male,White,22,In-state,No,Yes,985.0,24,22,91.3,66.8,55.7,1,4,2,3.66,Medium,0.624,Yes,0.462,No
S00166,2024,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,22,Out-of-state,Yes,Yes,7812.0,31,31,100.0,83.0,35.1,3,1,1,3.62,Low,0.647,Yes,0.574,No
S00167,2025,Spring,Data Science,MS Health Data Science,Graduate,Female,Black,36,Out-of-state,Yes,Yes,4821.0,30,30,100.0,73.9,64.7,3,3,1,3.32,Low,0.695,Yes,0.537,No
S00168,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,24,In-state,No,No,7679.0,30,25,83.9,80.8,43.9,3,1,2,2.79,Medium,0.475,No,0.344,Yes
S00169,2022,Fall,Social Work,BSW,Undergraduate,Nonbinary,Black,20,Out-of-state,No,No,3939.0,33,29,86.5,79.6,97.2,3,0,1,2.89,Medium,0.696,No,0.566,Yes
S00170,2022,Fall,Health Administration,MHA,Graduate,Female,Black,26,Out-of-state,No,Yes,8022.0,24,24,100.0,87.5,98.8,3,1,1,3.49,Low,0.83,Yes,0.731,No
S00171,2024,Spring,Nutrition,MS Nutrition,Graduate,Male,Multiracial,22,In-state,No,Yes,0.0,18,18,97.6,70.4,79.6,4,2,3,3.89,Low,0.832,Yes,0.658,No
S00172,2026,Fall,Nutrition,MS Nutrition,Graduate,Female,Black,22,In-state,Yes,No,6465.0,24,22,91.8,70.8,74.0,1,4,2,3.15,Low,0.635,Yes,0.418,No
S00173,2026,Fall,Data Science,MS Health Data Science,Graduate,Female,White,29,In-state,Yes,Yes,614.0,24,22,91.0,87.5,61.8,4,2,2,2.99,Low,0.753,Yes,0.497,No
S00174,2022,Spring,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,22,In-state,No,Yes,5699.0,21,21,100.0,71.8,87.4,3,2,1,3.91,Low,0.81,No,0.694,No
S00175,2022,Fall,Social Work,BSW,Undergraduate,Male,Asian,18,In-state,No,Yes,0.0,27,26,95.3,86.1,60.7,1,0,0,2.79,Low,0.656,Yes,0.398,No
S00176,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Asian,20,Out-of-state,Yes,Yes,7376.0,32,32,100.0,79.2,63.9,1,2,0,2.33,High,0.319,Yes,0.184,No
S00177,2026,Spring,Social Work,BSW,Undergraduate,Female,Asian,24,International,No,Yes,10770.0,24,23,97.0,94.5,80.7,0,1,2,3.71,Medium,0.721,No,0.709,Yes
S00178,2026,Spring,Health Administration,MHA,Graduate,Female,Black,23,Out-of-state,No,Yes,2071.0,30,30,100.0,90.2,87.8,4,1,2,3.91,Low,0.889,Yes,0.829,Yes
S00179,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,White,21,In-state,Yes,Yes,2242.0,32,32,99.9,86.1,92.0,3,3,3,3.94,Low,0.871,Yes,0.824,Yes
S00180,2025,Spring,Nutrition,MS Nutrition,Graduate,Male,Asian,22,In-state,No,Yes,4905.0,21,21,100.0,77.9,90.1,5,3,3,3.17,Low,0.79,Yes,0.596,No
S00181,2023,Spring,Health Administration,MHA,Graduate,Male,Asian,22,In-state,No,Yes,5150.0,18,16,90.9,72.1,54.7,0,4,0,2.94,Medium,0.475,No,0.268,Yes
S00182,2024,Fall,Health Administration,MHA,Graduate,Female,Hispanic/Latino,32,In-state,No,Yes,722.0,30,28,93.1,70.4,74.1,5,2,3,3.3,Low,0.768,Yes,0.571,Yes
S00183,2024,Spring,Social Work,BSW,Undergraduate,Female,Other/Unknown,20,In-state,No,Yes,0.0,32,32,100.0,95.0,63.3,4,1,0,3.74,Low,0.85,Yes,0.773,Yes
S00184,2022,Fall,Health Administration,MHA,Graduate,Female,Asian,24,Out-of-state,Yes,No,10806.0,18,18,100.0,100.0,72.9,2,4,3,3.23,Low,0.757,Yes,0.611,Yes
S00185,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Hispanic/Latino,20,Out-of-state,No,Yes,9477.0,33,30,90.5,83.3,56.6,5,0,2,3.05,Low,0.655,No,0.538,Yes
S00186,2025,Spring,Nutrition,MS Nutrition,Graduate,Female,Hispanic/Latino,32,In-state,No,Yes,4664.0,24,24,100.0,76.4,86.3,2,2,1,3.47,Low,0.77,Yes,0.61,Yes
S00187,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Asian,22,International,No,Yes,4877.0,33,32,96.1,99.7,59.9,2,0,0,2.25,Medium,0.555,Yes,0.395,Yes
S00188,2024,Spring,Social Work,BSW,Undergraduate,Male,White,22,In-state,No,No,12531.0,24,24,100.0,94.6,82.3,4,2,0,3.26,Low,0.765,No,0.686,Yes
S00189,2024,Fall,Social Work,BSW,Undergraduate,Female,Asian,19,Out-of-state,No,No,7198.0,24,23,95.4,69.1,81.1,0,2,0,3.77,Medium,0.64,No,0.579,No
S00190,2025,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Black,18,In-state,No,Yes,4653.0,24,24,100.0,81.1,47.0,1,4,1,3.69,Low,0.678,Yes,0.542,Yes
S00191,2026,Spring,Data Science,MS Health Data Science,Graduate,Female,Hispanic/Latino,26,In-state,No,No,3592.0,21,21,100.0,88.8,98.6,4,0,1,3.96,Low,0.898,Yes,0.823,Yes
S00192,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Other/Unknown,22,In-state,Yes,Yes,10231.0,33,32,98.4,88.3,85.7,6,2,1,2.86,Medium,0.697,Yes,0.648,No
S00193,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,19,In-state,No,Yes,6175.0,33,27,80.8,70.3,61.7,1,1,2,2.11,High,0.254,No,0.11,No
S00194,2025,Spring,Social Work,BSW,Undergraduate,Male,White,21,In-state,No,No,8558.0,30,27,91.3,60.5,67.7,4,2,0,3.12,Medium,0.511,No,0.415,Yes
S00195,2023,Fall,Social Work,BSW,Undergraduate,Female,Multiracial,20,In-state,No,No,4764.0,31,31,100.0,97.7,73.2,4,5,3,3.49,Low,0.83,Yes,0.759,Yes
S00196,2024,Spring,Social Work,BSW,Undergraduate,Female,Multiracial,20,Out-of-state,No,No,7738.0,33,33,100.0,77.4,59.6,3,3,0,2.79,Medium,0.511,Yes,0.422,Yes
S00197,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Hispanic/Latino,22,In-state,Yes,No,8132.0,32,32,100.0,83.1,69.0,2,3,3,3.55,Low,0.72,Yes,0.657,Yes
S00198,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,No,Yes,1347.0,33,27,82.6,92.4,73.8,0,0,1,2.22,Medium,0.554,Yes,0.326,No
S00199,2022,Fall,Social Work,BSW,Undergraduate,Female,White,20,In-state,Yes,Yes,4743.0,27,25,91.6,71.8,54.3,4,2,2,2.34,High,0.332,No,0.152,Yes
S00200,2026,Spring,Nutrition,MS Nutrition,Graduate,Female,White,29,Out-of-state,No,No,12478.0,21,21,100.0,100.0,100.0,8,2,2,4.0,Low,0.919,No,0.9,No
S00201,2026,Fall,Social Work,BSW,Undergraduate,Female,White,24,In-state,No,Yes,3730.0,27,26,97.6,69.6,57.6,2,2,1,2.37,High,0.309,No,0.138,No
S00202,2023,Fall,Social Work,BSW,Undergraduate,Female,White,24,Out-of-state,Yes,Yes,676.0,24,24,98.3,87.7,96.9,0,2,1,2.99,Low,0.771,Yes,0.553,Yes
S00203,2024,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,21,In-state,No,Yes,6236.0,27,22,82.2,71.7,78.0,3,0,0,2.93,Low,0.64,Yes,0.42,No
S00204,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Hispanic/Latino,20,In-state,Yes,Yes,3745.0,31,29,93.0,93.5,68.3,1,1,1,2.7,Low,0.67,No,0.464,Yes
S00205,2023,Fall,Public Health,BS Public Health,Undergraduate,Female,White,18,In-state,Yes,Yes,7096.0,32,32,100.0,80.4,36.8,2,2,1,3.0,Low,0.531,Yes,0.391,No
S00206,2026,Spring,Health Administration,MHA,Graduate,Female,Asian,33,Out-of-state,Yes,No,6493.0,30,30,99.2,81.4,61.5,2,0,1,3.38,Low,0.699,Yes,0.569,No
S00207,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Black,20,In-state,No,Yes,439.0,32,31,96.9,97.5,84.9,7,1,0,2.67,Low,0.835,Yes,0.664,Yes
S00208,2024,Spring,Data Science,MS Health Data Science,Graduate,Female,Hispanic/Latino,37,In-state,Yes,No,1955.0,30,30,100.0,90.5,80.3,3,2,5,3.0,Low,0.789,Yes,0.61,Yes
S00209,2025,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Asian,21,In-state,Yes,Yes,849.0,30,29,95.5,61.5,75.8,1,1,3,3.57,Medium,0.632,No,0.519,No
S00210,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,Asian,18,In-state,No,Yes,5457.0,24,24,100.0,85.0,60.0,0,4,0,3.71,Low,0.714,Yes,0.596,Yes
S00211,2025,Fall,Social Work,BSW,Undergraduate,Female,White,22,In-state,No,Yes,7351.0,32,32,100.0,91.2,76.5,4,0,1,3.19,Low,0.767,Yes,0.678,Yes
S00212,2024,Spring,Data Science,BS Health Data Science,Undergraduate,Female,White,20,International,Yes,Yes,5240.0,30,26,85.7,91.7,82.7,0,2,0,2.38,High,0.456,No,0.255,Yes
S00213,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,22,In-state,No,Yes,7941.0,30,30,100.0,96.8,80.8,2,2,1,3.19,Low,0.766,Yes,0.675,Yes
S00214,2024,Fall,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,21,In-state,Yes,Yes,9982.0,24,21,88.6,86.4,58.8,0,1,0,4.0,Medium,0.665,Yes,0.654,No
S00215,2023,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Multiracial,23,In-state,Yes,Yes,4177.0,32,32,100.0,73.8,50.2,2,1,1,3.58,Low,0.658,Yes,0.546,Yes
S00216,2026,Spring,Health Administration,MHA,Graduate,Female,White,36,In-state,No,No,11295.0,30,30,100.0,88.7,100.0,1,1,1,4.0,Low,0.842,Yes,0.828,Yes
S00217,2023,Spring,Data Science,MS Health Data Science,Graduate,Male,Multiracial,22,Out-of-state,No,Yes,6681.0,21,21,100.0,79.2,82.1,3,0,2,4.0,Low,0.825,Yes,0.736,No
S00218,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,20,In-state,No,No,8847.0,32,30,93.6,94.4,98.9,3,4,1,3.42,Low,0.83,Yes,0.777,Yes
S00219,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Multiracial,22,International,No,No,11595.0,33,30,91.9,82.0,63.2,4,5,4,3.06,Low,0.633,Yes,0.535,Yes
S00220,2026,Fall,Health Administration,MHA,Graduate,Female,Asian,48,In-state,No,No,4565.0,30,30,100.0,54.7,70.8,3,2,3,3.73,Medium,0.627,Yes,0.547,Yes
S00221,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,20,In-state,No,No,11154.0,32,31,98.4,85.7,52.2,4,0,2,2.95,Low,0.602,Yes,0.495,No
S00222,2022,Fall,Social Work,MSW,Graduate,Male,White,28,In-state,No,Yes,5928.0,30,30,98.6,91.5,95.7,2,2,2,2.7,Low,0.755,No,0.573,Yes
S00223,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,20,In-state,No,Yes,5953.0,31,25,80.3,80.7,55.3,0,0,2,2.55,Medium,0.433,Yes,0.273,No
S00224,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,23,In-state,Yes,No,5034.0,32,26,81.4,98.4,58.7,3,2,2,2.41,Medium,0.588,Yes,0.409,No
S00225,2022,Spring,Data Science,BS Health Data Science,Undergraduate,Female,Asian,21,Out-of-state,Yes,Yes,9177.0,24,22,91.8,79.7,59.0,1,0,1,1.71,High,0.217,No,0.081,No
S00226,2025,Spring,Health Administration,MHA,Graduate,Female,Hispanic/Latino,37,In-state,No,No,8631.0,27,27,100.0,71.8,66.6,2,0,1,3.05,Low,0.598,Yes,0.422,No
S00227,2022,Spring,Data Science,MS Health Data Science,Graduate,Female,White,25,Out-of-state,No,Yes,5614.0,24,23,96.8,85.0,59.8,2,4,1,3.24,Low,0.698,Yes,0.507,Yes
S00228,2025,Fall,Nutrition,MS Nutrition,Graduate,Male,Hispanic/Latino,35,In-state,No,No,8462.0,24,24,100.0,80.1,59.4,2,0,2,2.82,Low,0.583,Yes,0.372,No
S00229,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Black,22,In-state,No,No,11280.0,27,27,100.0,84.2,50.8,0,1,1,3.78,Medium,0.581,No,0.594,Yes
S00230,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,19,In-state,Yes,Yes,3547.0,27,22,83.1,97.9,100.0,1,0,2,3.71,Low,0.871,Yes,0.786,Yes
S00231,2022,Spring,Health Administration,MHA,Graduate,Male,Black,35,Out-of-state,Yes,No,13201.0,18,18,97.9,67.1,69.0,2,2,2,3.6,Medium,0.563,No,0.491,No
S00232,2022,Fall,Nutrition,BS Nutrition,Undergraduate,Male,White,18,In-state,Yes,Yes,6968.0,30,30,100.0,92.2,69.3,4,3,1,3.23,Low,0.759,Yes,0.658,Yes
S00233,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,Asian,20,In-state,Yes,No,12007.0,32,28,86.5,93.7,70.4,0,4,1,2.35,High,0.355,No,0.235,No
S00234,2024,Spring,Social Work,BSW,Undergraduate,Female,White,22,International,Yes,Yes,10835.0,31,31,100.0,100.0,74.2,4,3,1,2.9,Low,0.736,No,0.646,Yes
S00235,2025,Spring,Public Health,MS Epidemiology,Graduate,Female,White,28,In-state,No,No,11260.0,21,21,100.0,68.6,67.0,1,2,2,3.59,Medium,0.562,No,0.488,Yes
S00236,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Multiracial,22,In-state,No,Yes,4457.0,32,32,100.0,96.1,100.0,2,4,0,3.23,Low,0.833,Yes,0.746,Yes
S00237,2023,Fall,Data Science,BS Health Data Science,Undergraduate,Male,Black,23,In-state,No,No,10466.0,31,31,100.0,72.7,84.0,2,0,3,2.51,Medium,0.477,No,0.373,Yes
S00238,2022,Spring,Data Science,MS Health Data Science,Graduate,Male,Hispanic/Latino,26,In-state,No,Yes,5730.0,27,27,100.0,94.7,85.8,3,3,2,3.74,Low,0.86,No,0.791,Yes
S00239,2023,Spring,Public Health,BS Public Health,Undergraduate,Male,White,23,International,No,No,14118.0,31,31,100.0,83.7,74.2,1,0,3,3.66,Low,0.687,Yes,0.68,Yes
S00240,2025,Spring,Social Work,MSW,Graduate,Female,Black,25,In-state,Yes,No,9790.0,18,18,100.0,68.3,96.3,2,2,5,3.94,Medium,0.735,No,0.675,No
S00241,2026,Fall,Public Health,MS Epidemiology,Graduate,Male,White,22,In-state,No,Yes,676.0,30,30,100.0,83.7,93.9,2,1,4,3.65,Low,0.852,Yes,0.743,Yes
S00242,2026,Fall,Social Work,BSW,Undergraduate,Female,Black,22,In-state,No,Yes,5860.0,27,24,87.4,70.5,69.1,5,0,1,2.4,Medium,0.501,No,0.304,Yes
S00243,2024,Fall,Social Work,MSW,Graduate,Male,Asian,35,In-state,No,Yes,3011.0,27,27,100.0,100.0,65.1,3,2,0,3.28,Low,0.811,Yes,0.668,Yes
S00244,2025,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Asian,26,In-state,No,Yes,1711.0,31,29,92.9,91.8,54.2,1,3,0,3.57,Low,0.754,Yes,0.629,Yes
S00245,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,White,19,In-state,Yes,Yes,2242.0,27,27,100.0,89.1,65.1,2,0,2,3.62,Low,0.786,Yes,0.667,Yes
S00246,2026,Fall,Public Health,MPH,Graduate,Male,Asian,36,In-state,No,Yes,4347.0,30,30,100.0,97.9,92.0,3,1,3,4.0,Low,0.9,Yes,0.864,Yes
S00247,2024,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,23,In-state,Yes,No,7067.0,31,28,91.9,79.8,56.3,4,1,2,2.85,Medium,0.549,Yes,0.43,Yes
S00248,2025,Fall,Public Health,BS Public Health,Undergraduate,Male,Hispanic/Latino,24,In-state,Yes,Yes,0.0,30,26,86.1,65.0,48.6,2,1,1,2.51,High,0.312,Yes,0.127,No
S00249,2022,Spring,Health Administration,MHA,Graduate,Female,White,38,In-state,No,No,9299.0,24,23,94.5,67.0,70.1,3,2,3,3.34,Medium,0.583,No,0.476,No
S00250,2023,Fall,Nutrition,BS Nutrition,Undergraduate,Female,Other/Unknown,21,In-state,No,Yes,1491.0,32,32,100.0,81.6,62.9,2,2,3,3.77,Low,0.775,Yes,0.68,Yes
S00251,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,20,In-state,Yes,Yes,8024.0,32,31,97.9,86.9,79.9,3,3,2,2.49,Low,0.64,No,0.459,Yes
S00252,2022,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Other/Unknown,20,Out-of-state,No,Yes,8510.0,33,31,93.3,66.5,58.4,0,2,2,2.56,High,0.253,No,0.15,No
S00253,2023,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,23,In-state,Yes,Yes,2594.0,24,24,100.0,76.6,83.5,4,3,3,3.67,Low,0.812,Yes,0.686,Yes
S00254,2026,Fall,Health Administration,BS Health Administration,Undergraduate,Female,Hispanic/Latino,24,Out-of-state,Yes,Yes,5579.0,30,29,98.3,83.1,54.4,3,1,1,3.8,Low,0.748,No,0.672,Yes
S00255,2023,Spring,Nutrition,BS Nutrition,Undergraduate,Female,Multiracial,23,In-state,No,Yes,1129.0,27,27,100.0,86.9,79.5,0,4,2,3.31,Low,0.758,Yes,0.59,No
S00256,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Male,White,22,Out-of-state,No,No,8153.0,27,27,100.0,85.9,78.7,3,0,1,3.36,Low,0.751,Yes,0.65,Yes
S00257,2023,Spring,Social Work,BSW,Undergraduate,Female,White,24,Out-of-state,No,No,7806.0,31,31,100.0,100.0,100.0,4,3,1,4.0,Low,0.902,Yes,0.892,Yes
S00258,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Hispanic/Latino,21,In-state,No,Yes,4233.0,30,30,100.0,68.3,60.9,0,4,4,2.58,High,0.304,No,0.159,No
S00259,2025,Spring,Health Administration,BS Health Administration,Undergraduate,Female,White,20,In-state,Yes,Yes,379.0,27,17,64.2,76.7,48.1,2,1,2,1.73,High,0.257,No,0.064,No
S00260,2025,Fall,Health Administration,BS Health Administration,Undergraduate,Male,Multiracial,21,In-state,No,No,6510.0,31,31,100.0,99.7,63.8,1,2,0,3.28,Low,0.74,No,0.646,Yes
S00261,2025,Fall,Public Health,BS Public Health,Undergraduate,Female,Black,24,In-state,Yes,Yes,0.0,27,26,95.7,65.7,82.1,2,1,0,3.03,Medium,0.619,Yes,0.427,No
S00262,2022,Fall,Data Science,MS Health Data Science,Graduate,Female,Black,33,In-state,No,Yes,7036.0,30,30,100.0,60.4,84.5,5,3,2,2.46,Medium,0.517,Yes,0.341,Yes
S00263,2022,Fall,Social Work,BSW,Undergraduate,Female,Black,23,Out-of-state,Yes,Yes,6687.0,33,30,91.3,83.9,65.5,0,0,0,2.54,Medium,0.476,No,0.342,No
S00264,2026,Spring,Data Science,BS Health Data Science,Undergraduate,Male,Black,20,Out-of-state,No,Yes,5173.0,32,30,93.7,91.9,36.9,5,2,3,2.67,Medium,0.556,Yes,0.422,No
S00265,2026,Spring,Social Work,BSW,Undergraduate,Female,Hispanic/Latino,24,In-state,Yes,Yes,7014.0,27,25,91.5,91.0,70.4,3,1,1,2.63,Low,0.661,Yes,0.454,No
S00266,2022,Spring,Social Work,BSW,Undergraduate,Male,Multiracial,22,Out-of-state,No,Yes,1438.0,33,26,79.4,66.3,68.6,1,5,1,2.19,High,0.305,No,0.117,No
S00267,2022,Fall,Nutrition,MS Nutrition,Graduate,Male,White,27,In-state,Yes,Yes,3721.0,24,23,94.3,100.0,73.8,1,2,1,3.43,Low,0.815,Yes,0.671,Yes
S00268,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Male,White,22,In-state,Yes,Yes,6140.0,30,26,87.4,81.5,92.3,4,0,1,2.54,Low,0.695,Yes,0.473,No
S00269,2023,Fall,Health Administration,MHA,Graduate,Female,Other/Unknown,25,In-state,No,Yes,5959.0,30,30,100.0,92.4,68.9,4,0,0,3.18,Low,0.775,Yes,0.647,Yes
S00270,2026,Spring,Public Health,MS Epidemiology,Graduate,Female,White,31,Out-of-state,No,No,11112.0,24,23,96.2,78.5,48.2,3,3,0,3.14,Medium,0.519,Yes,0.419,No
S00271,2026,Spring,Public Health,BS Public Health,Undergraduate,Female,Hispanic/Latino,18,Out-of-state,No,No,10372.0,24,23,94.5,79.4,45.1,2,1,2,3.2,Medium,0.49,Yes,0.41,No
S00272,2026,Fall,Nutrition,BS Nutrition,Undergraduate,Female,White,24,Out-of-state,Yes,Yes,7442.0,32,32,100.0,96.9,57.8,0,1,3,3.82,Low,0.757,Yes,0.724,Yes
S00273,2022,Fall,Health Administration,BS Health Administration,Undergraduate,Female,White,23,In-state,No,No,8303.0,32,32,100.0,93.4,74.9,0,0,1,2.86,Medium,0.596,No,0.526,Yes
S00274,2023,Spring,Health Administration,MHA,Graduate,Female,White,32,Out-of-state,Yes,Yes,6930.0,21,20,94.3,76.3,86.4,2,1,3,3.22,Low,0.721,Yes,0.521,No
S00275,2024,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Hispanic/Latino,22,In-state,No,Yes,9222.0,27,23,84.3,98.4,73.1,2,3,1,2.45,Low,0.641,No,0.429,No
S00276,2026,Fall,Data Science,BS Health Data Science,Undergraduate,Female,Other/Unknown,23,Out-of-state,No,Yes,5603.0,24,24,100.0,73.9,56.4,4,1,2,3.66,Low,0.711,Yes,0.582,Yes
S00277,2022,Spring,Social Work,BSW,Undergraduate,Female,White,21,In-state,No,Yes,7533.0,32,28,87.7,88.4,58.9,2,0,0,1.98,Medium,0.419,No,0.248,No
S00278,2024,Fall,Public Health,MS Epidemiology,Graduate,Female,Hispanic/Latino,25,In-state,Yes,Yes,6404.0,18,18,99.0,58.4,66.6,0,1,1,3.55,High,0.416,No,0.251,No
S00279,2024,Spring,Social Work,MSW,Graduate,Male,Multiracial,25,Out-of-state,No,Yes,7011.0,27,27,100.0,92.9,83.3,4,3,3,4.0,Low,0.874,Yes,0.833,Yes
